"orderIndex","disclosure-requirement nr.","disclosure-requirement name","datapoint nr.","sub-number","description","parent description","datapoint title","sub-title","entered data","unit","explanation","reportability","obligation","dataAvailability","status","reviewResult","explanationReview","hasDocuments","editor","reviewer"
326,"E1-7","Entnahme von Treibhausgasen und Projekte zur Verringerung von Treibhausgasen, finanziert über CO2-Zertifikate","61","61a","Falls das Unternehmen seine Treibhausgasneutralität im Zusammenhang mit der Verwendung von CO2- Gutschriften öffentlich geltend gemacht hat, muss es Folgendes erläutern:
Ob diese Geltendmachung mit THG-Emissionsreduktionszielen gemäß der Angabepflicht ESRS E1-4 einhergeht","","Erklärung zur Treibhausgasneutralität","Geht die öffentliche Geltendmachung der Treibhausgas-Emissionsreduktion mit der angabepflicht ESTS E1-4 einher?","Geht die öffentliche Geltendmachung der Treibhausgas-Emissionsreduktion mit der angabepflicht ESTS E1-4 einher?: No","","","NOT_REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Bearbeitung wird angenommen, da sie den aktuellen Stand und die Strategie abbilden und auf Grund der Nicht-Nutzung auch keine öffentliche Transparenz erfolgen kann.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
327,"E1-7","Entnahme von Treibhausgasen und Projekte zur Verringerung von Treibhausgasen, finanziert über CO2-Zertifikate","61","61b","Falls das Unternehmen seine Treibhausgasneutralität im Zusammenhang mit der Verwendung von CO2- Gutschriften öffentlich geltend gemacht hat, muss es Folgendes erläutern:
Ob diese Geltendmachung und die Abhängigkeit von CO2-Zertifikate die Erreichung seiner THG- Emissionsreduktionsziele oder gegebenenfalls seines Netto-Null-Ziels weder behindern noch verringern","","Erklärung zur Treibhausgasneutralität","Kommt es aufgrund der Geltendmachung und der Abhängigkeit von CO₂-Zertifikaten zur Verhinderung oder Verringerung der Erreichung der THG-Emissionsreduktionsziele oder gegebensfalls der Netto-Null Zielerreichung?","Kommt es aufgrund der Geltendmachung und der Abhängigkeit von CO₂-Zertifikaten zur Verhinderung oder Verringerung der Erreichung der THG-Emissionsreduktionsziele oder gegebensfalls der Netto-Null Zielerreichung?: No","","","NOT_REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Bearbeitung wird angenommen, da sie den aktuellen Stand und die Strategie abbilden und auf Grund der Nicht-Nutzung auch keine öffentliche Transparenz erfolgen kann.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
328,"E1-7","Entnahme von Treibhausgasen und Projekte zur Verringerung von Treibhausgasen, finanziert über CO2-Zertifikate","61","61 a, b","Falls das Unternehmen seine Treibhausgasneutralität im Zusammenhang mit der Verwendung von CO2- Gutschriften öffentlich geltend gemacht hat, muss es Folgendes erläutern:
a) Wie diese Geltendmachung mit THG-Emissionsreduktionszielen gemäß der Angabepflicht ESRS E1-4 einhergeht,
b) Wie diese Geltendmachung und die Abhängigkeit von CO2-Zertifikate die Erreichung seiner THG- Emissionsreduktionsziele oder gegebenenfalls seines Netto-Null-Ziels weder behindern noch verringern","","Erklärung zur Treibhausgasneutralität","Wie beeinflusst die Geltendmachung von Treibhausgasneutralität die Reduktionsziele und das Netto-Null-Ziel?","","","","NOT_REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Bearbeitung wird angenommen, da sie den aktuellen Stand und die Strategie abbilden und auf Grund der Nicht-Nutzung auch keine öffentliche Transparenz erfolgen kann.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
329,"E1-7","Entnahme von Treibhausgasen und Projekte zur Verringerung von Treibhausgasen, finanziert über CO2-Zertifikate","61","61c","Falls das Unternehmen seine Treibhausgasneutralität im Zusammenhang mit der Verwendung von CO2- Gutschriften öffentlich geltend gemacht hat, muss es Folgendes erläutern:
Die Glaubwürdigkeit und Integrität der verwendeten CO2-Zertifikate, auch unter Bezugnahme auf anerkannte Qualitätsstandards.","","Erklärung zur Treibhausgasneutralität","Glaubwürdigkeit und Integrität verwendeter CO2-Zertifikate","","","","NOT_REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Bearbeitung wird angenommen, da sie den aktuellen Stand und die Strategie abbilden und auf Grund der Nicht-Nutzung auch keine öffentliche Transparenz erfolgen kann.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
330,"E1-8","Interne CO2-Bepreisung","62","62","Das Unternehmen hat anzugeben, ob es interne CO2-Bepreisungssysteme anwendet und – wenn ja – wie diese seine Entscheidungsfindung unterstützen und Anreize für die Umsetzung klimabezogener Strategien und Ziele schaffen.","Das Unternehmen hat anzugeben, ob es interne CO2-Bepreisungssysteme anwendet und – wenn ja – wie diese seine Entscheidungsfindung unterstützen und Anreize für die Umsetzung klimabezogener Strategien und Ziele schaffen.","Internes CO2 Bepreisungssystem","Verwenden Sie interne CO2-Bepreisungssysteme?","Hat das Unternehmen einen internen CO2-Preis?: No","","Fröbel wendet zur Zeit keine internen CO2-Bepreisungssysteme an. ","REPORTABLE","Mandatory","AVAILABLE","COMPLETED","Accepted","Bearbeitung wird angenommen. Die Darstellung entspricht dem aktuellen Stand. Interne Bepreisungssysteme werden nicht genutzt.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
338,"E1-8","Interne CO2-Bepreisung","AR 65","AR 65","Bei der Angabe der nach den Absätzen 62 und 63 erforderlichen Informationen erläutert das Unternehmen kurz, ob und inwiefern die CO2-Preise, die in internen CO2-Bepreisungssystemen verwendet werden, mit den in den Abschlüssen verwendeten Preisen übereinstimmen. Dies erfolgt unter Berücksichtigung der internen CO2-Preise, die für Folgendes verwendet werden:
a) die Bewertung der Nutzungsdauer und des Restwerts seiner Vermögenswerte (immaterielle Wirtschaftsgüter, Sachanlagen)","","Beschreibung der Verwendung von internen CO2 Bepreisunssystemen","","Stimmen die internen CO2-Preise aus der Bewertung der Nutzungsdauer mit denen der Abschlüssen überein?: No","","Fröbel verwendet derzeit kein internes CO₂-Bepreisungssystem. Weder bei der Bewertung der Nutzungsdauer, noch bei Wertminderungen oder der Ermittlung des beizulegenden Zeitwerts werden CO₂-Preise herangezogen. Entsprechend existieren keine internen CO₂-Preise, die mit den in den Abschlüssen verwendeten Werten abzugleichen wären.","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Bearbeitung wird angenommen. Es erfolgt keine interne Bepreisung - auch nicht im Rahmen der Abschreibungspraxis.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
339,"E1-8","Interne CO2-Bepreisung","AR 65","AR 65","b) die Wertminderung von Vermögenswerten und","","Beschreibung der Verwendung von internen CO2 Bepreisunssystemen","","Stimmen die internen CO2-Preise aus der Wertminderung von Vermögenswerten mit denen der Abschlüssen überein?: No","","Fröbel verwendet derzeit kein internes CO₂-Bepreisungssystem. Weder bei der Bewertung der Nutzungsdauer, noch bei Wertminderungen oder der Ermittlung des beizulegenden Zeitwerts werden CO₂-Preise herangezogen. Entsprechend existieren keine internen CO₂-Preise, die mit den in den Abschlüssen verwendeten Werten abzugleichen wären.","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Bearbeitung wird angenommen. Es erfolgt keine interne Bepreisung - auch nicht im Rahmen der Abschreibungspraxis.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
340,"E1-8","Interne CO2-Bepreisung","AR 65","AR 65","c) die Bemessung des beizulegenden Zeitwerts von durch Unternehmensübernahmen erworbenen Vermögenswerten.","","Beschreibung der Verwendung von internen CO2 Bepreisunssystemen","","Stimmen die internen CO2-Preise der Bemessung des beizulegenden Zeitwerts mit denen der Abschlüssen überein?: No","","Fröbel verwendet derzeit kein internes CO₂-Bepreisungssystem. Weder bei der Bewertung der Nutzungsdauer, noch bei Wertminderungen oder der Ermittlung des beizulegenden Zeitwerts werden CO₂-Preise herangezogen. Entsprechend existieren keine internen CO₂-Preise, die mit den in den Abschlüssen verwendeten Werten abzugleichen wären.","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Bearbeitung wird angenommen. Es erfolgt keine interne Bepreisung - auch nicht im Rahmen der Abschreibungspraxis.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
798,"S1-1","Richtlinien zur eigenen Belegschaft","19","19","Hat das Unternehmen Richtlinien (Policies) bezüglich der eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) angenommen?","Erläutern Sie die Strategien der Organisation für das Management der eigenen Arbeitskräfte, einschließlich Beschäftigter und Fremdarbeitskräfte. Geben Sie zudem die Ansätze an, die zur Bewältigung wesentlicher Auswirkungen, Risiken und Chancen (IROs) eingesetzt werden, wobei der Schwerpunkt auf der Ausrichtung an den organisatorischen Zielen und den Einhaltungsstandards liegt. Diese Daten verdeutlichen das Engagement der Organisation für ein effektives Arbeitskräftemanagement und den proaktiven Umgang mit nachhaltigkeitsbezogenen Herausforderungen.","Strategien für Arbeitskräfte und Management wesentlicher IROs","Hat das Unternehmen Richtlinien (Policies) bezüglich der eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) angenommen?","Yes","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
801,"S1-1","Richtlinien zur eigenen Belegschaft","ESRS 2 65","ESRS 2 65a","Beschreibung der wichtigsten Inhalte (inkl. der Ziele und Überwachungsprozesse) der Richtlinie und der Bezug der wesentlichen Auswirkungen, Risiken und Chancen, auf die sich die Richtlinie bezieht.","Geben Sie einen Überblick über die Richtlinien des Unternehmens, einschließlich ihres Inhalts, Umfangs und etwaiger Ausschlüsse. Beschreiben Sie die Verantwortungsmechanismen für die Umsetzung der Richtlinien und die Rolle von Standards Dritter bei der Gestaltung der Richtlinienpraxis. Heben Sie hervor, wie Stakeholder-Überlegungen in die Richtlinien einfließen, und stellen Sie sicher, dass diese für relevante Stakeholder verfügbar und zugänglich sind.","Richtlinienrahmen und Umsetzung","Beschreibung der Inhalte der Strategien","Die Richtlinien des Unternehmens legen verbindliche Grundsätze zur rechtmäßigen, verantwortungsvollen und werteorientierten Unternehmensführung fest. Zentrale Inhalte sind die Achtung der Menschenrechte, der Schutz vor Diskriminierung und Belästigung, die Förderung von Vielfalt und Inklusion, der Schutz von Kindern und vulnerablen Gruppen, der verantwortungsvolle Umgang mit Daten sowie die Sicherstellung von Integrität, Transparenz und Compliance im gesamten Geschäftsbetrieb.

Die Richtlinien adressieren insbesondere wesentliche Auswirkungen, Risiken und Chancen (IROs) in den Bereichen Arbeitskräfte (S1), Verbraucher und Endnutzer (S4) sowie Governance (G1). Sie enthalten klare Verhaltensanforderungen, Präventionsmaßnahmen, Melde- und Beschwerdemechanismen sowie Überwachungs- und Eskalationsprozesse. Die Wirksamkeit der Richtlinien wird über interne Kontrollmechanismen, Auswertungen von Meldungen, Schulungsmaßnahmen und regelmäßige Überprüfungen begleitet.","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
802,"S1-1","Richtlinien zur eigenen Belegschaft","ESRS 2 65","ESRS 2 65b","Beschreibung des Anwendungsbereich in Bezug auf Aktivität, Wertschöpfungskette, geografische Gebiete, betroffene Stakeholder","Geben Sie einen Überblick über die Richtlinien des Unternehmens, einschließlich ihres Inhalts, Umfangs und etwaiger Ausschlüsse. Beschreiben Sie die Verantwortungsmechanismen für die Umsetzung der Richtlinien und die Rolle von Standards Dritter bei der Gestaltung der Richtlinienpraxis. Heben Sie hervor, wie Stakeholder-Überlegungen in die Richtlinien einfließen, und stellen Sie sicher, dass diese für relevante Stakeholder verfügbar und zugänglich sind.","Richtlinienrahmen und Umsetzung","Beschreibung des Anwendungsbereichs in Bezug auf Aktivität, Wertschöpfungskette, geografische Gebiete und betroffene Stakeholder","Die Richtlinien gelten für alle Aktivitäten des Unternehmens und erstrecken sich auf die gesamte Organisation, einschließlich aller Einrichtungen, Verwaltungsbereiche und zentralen Fachabteilungen. Sie beziehen sich auf die eigene Geschäftstätigkeit sowie – soweit relevant – auf die vor- und nachgelagerte Wertschöpfungskette, insbesondere bei der Zusammenarbeit mit Dienstleistern und Geschäftspartnern.

Geografisch gelten die Richtlinien für alle Standorte in Deutschland sowie für weitere Tätigkeiten des Unternehmens im Rahmen seiner Geschäftstätigkeit. Betroffene Stakeholder sind insbesondere Beschäftigte, Kinder und Familien als Verbraucher und Endnutzer, Fremdarbeitskräfte, externe Dienstleister sowie weitere Geschäftspartner.","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
